5.531987983511010842e-01,1.935703870471767452e-01,2.813124488148048830e-01
6.338690801245696615e-01,2.996404493345106168e-02,3.130897925039865526e-01
7.355039767796207606e-01,-1.810641866146529000e-01,3.660207767961847214e-01
8.479498660585037539e-01,-4.127243030761872378e-01,4.323779617659228580e-01
9.690561259337757694e-01,-6.470364606111332906e-01,4.975584868456797150e-01
1.099546901761266238e+00,-8.726923120497519504e-01,5.502845144443300196e-01
1.240287656512625958e+00,-1.082688683727301093e+00,5.844960904829397119e-01
1.391687697835453097e+00,-1.272497467451245035e+00,5.983535756078613987e-01
1.553117093432953455e+00,-1.438961006162670531e+00,5.929650232083061301e-01
1.722670579055618045e+00,-1.579803853002493375e+00,5.711428172865239405e-01
1.897306001131245257e+00,-1.693492207791709170e+00,5.365772925362637391e-01
2.073194784856528194e+00,-1.779311082600970373e+00,4.934253081483599979e-01
2.246137261631866000e+00,-1.837449794341223575e+00,4.460670545547076316e-01
2.411986490918500703e+00,-1.868795799987736928e+00,3.987058629914181362e-01
2.566862215745132403e+00,-1.874829592099029663e+00,3.552475814297018641e-01
2.707344521769450729e+00,-1.857360839741388991e+00,3.189326280189305751e-01
2.830575083468385600e+00,-1.818223298810718314e+00,2.920296473453050101e-01
2.934255639057402831e+00,-1.758957202492141603e+00,2.756315499938171709e-01
3.016573172177862805e+00,-1.680493076435844113e+00,2.696758035712743529e-01
3.075993556921942762e+00,-1.582621280142685105e+00,2.731049043261913889e-01
3.111163528591283978e+00,-1.463222787840656292e+00,2.836841967073563953e-01
3.120800303089162675e+00,-1.317748492477587074e+00,2.980741547268325742e-01
3.104306027199080109e+00,-1.139933526683720277e+00,3.117151992620598722e-01
3.063428945565374928e+00,-9.259170045538700489e-01,3.193793495260763282e-01
3.003689331052886935e+00,-6.781500931553193778e-01,3.156409432577326757e-01
2.932837555251984085e+00,-4.035527479197552614e-01,2.955198094233916217e-01
2.857568301399209698e+00,-1.122226662850182438e-01,2.571044230446505874e-01
2.781313213913827909e+00,1.870398633964186763e-01,2.007831046876681624e-01
2.704643914694166984e+00,4.872747680512254376e-01,1.285499709928652756e-01
2.626797590619802225e+00,7.819993090038925843e-01,4.517107258601650577e-02
2.546558343304871741e+00,1.064308799298258057e+00,-4.077268942407053648e-02
2.462579287808943196e+00,1.327737656941687217e+00,-1.192026947853008362e-01
2.374027455976611467e+00,1.567915227259712774e+00,-1.825564211037021267e-01
2.280613470524007091e+00,1.783153065777507651e+00,-2.271927598120259684e-01
2.180950090764302463e+00,1.971791225710689766e+00,-2.471484914678012679e-01
2.072483276262170104e+00,2.131956966615772942e+00,-2.344664328881085613e-01
1.951088363156062044e+00,2.262044515429907143e+00,-1.793168436415582823e-01
1.810906289066930741e+00,2.360831215930872418e+00,-7.087997323236770730e-02
1.644674447785629212e+00,2.427478363412054918e+00,1.011032793035282068e-01
1.446945352359046977e+00,2.463404985191398389e+00,3.386872741775395212e-01
1.217097223533521788e+00,2.472688299204459650e+00,6.307079458882721701e-01
9.606771474113283693e-01,2.459789655280110843e+00,9.517688472085551465e-01
6.882778782440103216e-01,2.433515325352280545e+00,1.263426991502019536e+00
4.116664150188995563e-01,2.399109801051380497e+00,1.534466275238039801e+00
1.418202560459394523e-01,2.357194320958265532e+00,1.749437416861159944e+00
-1.132645653372370970e-01,2.306124124100631612e+00,1.907222906334510970e+00
-3.505163752690303447e-01,2.244107881039646646e+00,2.016765687229704618e+00
-5.702095236368549536e-01,2.169657698152679615e+00,2.088676257118887936e+00
-7.742560861369430780e-01,2.081231342541405294e+00,2.131957960182414791e+00
-9.648932955741907902e-01,1.978495916772048391e+00,2.153145806186834044e+00
-1.143779338715745775e+00,1.861318664684536106e+00,2.157511592573242876e+00
-1.311466293242558256e+00,1.729928726111645609e+00,2.148461005644172861e+00
-1.467525420710531936e+00,1.584150478516295646e+00,2.127874631779127945e+00
-1.611276042064261560e+00,1.423780073635751764e+00,2.096671974703862684e+00
-1.742077339590994534e+00,1.246740071547039586e+00,2.055819318344379809e+00
-1.859759777942729064e+00,1.049768066471361783e+00,2.006674915082426569e+00
-1.963041882309909836e+00,8.258812884960328171e-01,1.950241113367781054e+00
-2.050778358552252101e+00,5.679688621213035971e-01,1.888137268904421129e+00
-2.125468978326627845e+00,2.765822842661666003e-01,1.825935875312035828e+00
-2.190243089657832876e+00,-3.875469235538376439e-02,1.767743191971794081e+00
-2.246288800580811262e+00,-3.622405960121293789e-01,1.715098027491260613e+00
-2.292003369380887889e+00,-6.771278858888937213e-01,1.666527915078068300e+00
-2.325510341715667728e+00,-9.702342529398442217e-01,1.620507417301321418e+00
-2.344846324538447213e+00,-1.231410450933623002e+00,1.574777955850182209e+00
-2.349834558067150247e+00,-1.454636387100477934e+00,1.526986259943349911e+00
-2.341960442461839431e+00,-1.638764829767683118e+00,1.475918486715262379e+00
-2.322568025272917502e+00,-1.785374932439242279e+00,1.418638875895967821e+00
-2.291682714337782922e+00,-1.897628885073832761e+00,1.349292063705834099e+00
-2.249039982025882178e+00,-1.978733752561462556e+00,1.261196724127834345e+00
-2.195164811941504812e+00,-2.029490157391573124e+00,1.147592549147148810e+00
-2.132268536660406166e+00,-2.048649826429590703e+00,1.003654414223249081e+00
-2.061824670642798285e+00,-2.036539864081940543e+00,8.265050699723560657e-01
-1.982804893249421552e+00,-1.998585516433392550e+00,6.195836097131127707e-01
-1.895763407160815373e+00,-1.950263105681275144e+00,3.967114603863544642e-01
-1.800263195143407380e+00,-1.906500633058214600e+00,1.690707008182152360e-01
-1.695110325539840979e+00,-1.877386988384307731e+00,-5.483881018793878431e-02
-1.578322185708328940e+00,-1.866240407274008861e+00,-2.700681219080155460e-01
-1.447148877082420571e+00,-1.871710944412928956e+00,-4.748021690237285708e-01
-1.300373330550061546e+00,-1.890605975917257542e+00,-6.652908384583892110e-01
-1.139592348668446276e+00,-1.918869073446627382e+00,-8.373681641010762844e-01
-9.680986567671684417e-01,-1.950110451182414550e+00,-9.888287940153724920e-01
-7.898086517163794840e-01,-1.977238508414903784e+00,-1.119113074211618208e+00
-6.093895539738979350e-01,-1.995111153531720305e+00,-1.227859978247551442e+00
-4.314778409681293003e-01,-2.001484526121947383e+00,-1.314284497333612078e+00
-2.601622841337716263e-01,-1.994185910109903537e+00,-1.378721717077421749e+00
-9.910666140038192073e-02,-1.971434629021423079e+00,-1.422202584608998954e+00
4.708831402647064429e-02,-1.929651576819422232e+00,-1.446010306358407549e+00
1.721603631902409171e-01,-1.864817587181123226e+00,-1.449898949880909171e+00
2.678394829583132797e-01,-1.777039499556785751e+00,-1.433802371532681752e+00
3.286141769245344846e-01,-1.667478145970874959e+00,-1.401254094965457053e+00
3.522457957410141116e-01,-1.533392114277224438e+00,-1.359698533644473573e+00
3.401702511114612637e-01,-1.371449634261772577e+00,-1.319961186712551582e+00
2.994043360031827250e-01,-1.181205785765623295e+00,-1.295877930302977932e+00
2.420076418163397691e-01,-9.695781858407173104e-01,-1.299081836747297158e+00
1.830938930577226953e-01,-7.494964924218604496e-01,-1.337542915373152619e+00
1.350935541446314780e-01,-5.324175754512578962e-01,-1.413122751285206258e+00
1.033282033159309554e-01,-3.261089976023711090e-01,-1.516872857075607373e+00
8.543361840961005704e-02,-1.334805061006622273e-01,-1.631868289075064871e+00
7.323882621106717061e-02,4.520359586585257633e-02,-1.740330699894657274e+00
5.908457798570020819e-02,2.109698219781936113e-01,-1.833011815188854365e+00
3.912458048709580721e-02,3.648140361581723168e-01,-1.908444079572973351e+00
1.197709742807269440e-02,5.068347135964150763e-01,-1.968033505585736531e+00
-2.249806425194662840e-02,6.366541077243423885e-01,-2.013623264699147875e+00
-6.349018707624706770e-02,7.543993813935083725e-01,-2.047496815958704364e+00
-1.098582322481253537e-01,8.606989846174534220e-01,-2.071755333502628638e+00
-1.600335338252104889e-01,9.561799987455950056e-01,-2.088445021085341136e+00
-2.124188342875207580e-01,1.041287316026082044e+00,-2.099118883670342051e+00
-2.654472872542845696e-01,1.116382889336494433e+00,-2.105255197960966829e+00
-3.174757888694139107e-01,1.182135903177531366e+00,-2.108529428592957444e+00
-3.672650833654705904e-01,1.239190054132328411e+00,-2.110292057703021307e+00
-4.140230701818622960e-01,1.288183339842535524e+00,-2.111490575287138238e+00
-4.573686065246959087e-01,1.329751207227863219e+00,-2.112657079545091410e+00
-4.972493965965206764e-01,1.364525649358935278e+00,-2.113966392071015665e+00
-5.338438622371738385e-01,1.393133444652973063e+00,-2.115342368219695235e+00
-5.674672588462766898e-01,1.416192590146363450e+00,-2.116577398381380704e+00
-5.984951606267352453e-01,1.434307167953276396e+00,-2.117434939769541558e+00
-6.273085991666130790e-01,1.448059919985470456e+00,-2.117719202456189276e+00
-6.542604346473749333e-01,1.458004070893891280e+00,-2.117309306195116481e+00
-6.796580951048608599e-01,1.464655233102037268e+00,-2.116166809298615892e+00
